arxiv_id,title,abstract,ai_rule,ai_true
2505.20631,Majorana Zero Mode Induced by a Screw Dislocation on the Surface of an Iron-based Superconductor,"We propose a simple scenario to describe a dislocation-induced Majorana zero mode on the surface of an iron-based superconductor, using an illustrative model with a cylindrical hole of radius $R$ perpendicular to its top surface. Topological surface states on the inner surface of the hole form an effective chiral $p$-wave superconductor. When the top surface has a perpendicular magnetization, chiral Majorana modes appear near the circular edge of the hole. Since the corresponding wavefunctions obey an antiperiodic boundary condition in the circumferential direction, a Majorana zero mode at zero energy does not appear. However, if a screw dislocation is inserted through the hole, the antiperi",none,
2112.04675,Twisted van der Waals Josephson junction based on high-Tc superconductor,"Stacking two-dimensional van der Waals (vdW) materials rotated with respect to each other show versatility for the study of exotic quantum phenomena. Especially, anisotropic layered materials have great potential for such twistronics applications, providing high tunability. Here, we report anisotropic superconducting order parameters in twisted Bi2Sr2CaCu2O8+x (Bi-2212) vdW junctions with an atomically clean vdW interface, achieved using the microcleave-and-stack technique. The vdW Josephson junctions with twist angles of 0° and 90° showed the maximum Josephson coupling, which was comparable to that of intrinsic Josephson (IJ) junctions in the bulk crystal. As the twist angle approaches 45°,",none,
2202.07713,Tunable nodal kagome superconductivity in charge ordered RbV3Sb5,"Unconventional superconductors often feature competing orders, small superfluid density, and nodal electronic pairing. While unusual superconductivity has been proposed in the kagome metals AV3Sb5, key spectroscopic evidence has remained elusive. Here we utilize pressure-tuned (up to 1.85 GPa) and ultra-low temperature (down to 18 mK) muon spin spectroscopy to uncover the unconventional nature of superconductivity in RbV3Sb5. At ambient pressure, we detect an enhancement of the width of the internal magnetic field distribution sensed by the muon ensemble, indicative of time-reversal symmetry breaking charge order. Remarkably, the superconducting state displays nodal energy gap and a reduced ",none,
2502.19270,Spin and pair density waves in 2D altermagnetic metals,"Altermagnetism, a recently proposed and experimentally confirmed class of magnetic order, features collinear compensated magnetism with unconventional d-, g-, or i-wave spin order. Here, we show that in a metallic 2D d-wave altermagnet with combined two-fold spin and four-fold lattice rotational symmetry $[C_2||C_4]$, secondary instabilities can arise. Using an unbiased functional renormalization group approach, we analyze the weak-coupling instabilities of a 2D Hubbard model with a preexisting altermagnetic order inspired by our ab initio electronic structure calculations of realistic material candidates from V$_2$X$_2$O (X = Te, Se) family. We identify two distinct spin density wave (SDW) ",none,
2412.13186,Efficiently measuring $d$-wave pairing and beyond in quantum gas microscopes,"Understanding the mechanism of high-temperature superconductivity is among the most important problems in physics, for which quantum simulation can provide new insights. However, it remains challenging to characterize superconductivity in existing cold-atom quantum simulation platforms. Here, we introduce a protocol for measuring a broad class of observables in fermionic quantum gas microscopes, including long-range superconducting pairing correlations (after a repulsive-to-attractive mapping). The protocol only requires global controls followed by site-resolved particle number measurements -- capabilities that have been already demonstrated in multiple experiments -- and is designed by anal",none,
2111.03321,Superconducting pairing from repulsive interactions of fermions in a flat-band system,"Fermion systems with flat bands can boost superconductivity by enhancing the density of states at the Fermi level. We use quasiexact numerical methods to show that repulsive interactions between spinless fermions in a one-dimensional (1D) flat-band system, the Creutz ladder, give a finite pairing energy that increases with repulsion, though charge quasi-order (QO) remains dominant. Adding an attractive component shifts the balance in favor of superconductivity and the interplay of two flat bands further yields a remarkable enhancement of superconductivity, well outside of known paradigms for 1D fermions.",none,
2302.02604,Temperature dependent anisotropy and two-band superconductivity revealed by lower critical field in organic superconductor $κ$-(BEDT-TTF)$_{2}$Cu[N(CN)$_{2}$]Br,"Resistivity and magnetization have been measured at different temperatures and magnetic fields in organic superconductors $κ$-(BEDT-TTF)$_{2}$Cu[N(CN)$_{2}$]Br. The lower critical field and upper critical field are determined, which allow to depict a complete phase diagram. Through the comparison between the upper critical fields with magnetic field perpendicular and parallel to the conducting ac-planes, and the scaling of the in-plane resistivity with field along different directions, we found that the anisotropy $Γ$ is strongly temperature dependent. It is found that $Γ$ is quite large (above 20) near $T_{c}$, which satisfies the 2D model, but approaches a small value in the low-temperatur",none,
2308.04547,Spin-polarized superconducting phase in semiconducting system with next-nearest-neighbor hopping on the honeycomb lattice,"The particles in the honeycomb lattice with on-site $s$-wave pairing exhibit many interesting behaviors, which can be described in the framework of the Hubbard model. Among others, at the half-filling, some critical value $|U_c|$ of pairing interaction $U<0$ exists that, for $U<U_c$, the superconducting phase becomes unstable. Introduction of the nonzero hopping $t'$ between next-nearest-neighbor sites strongly modifies the physical properties of the system. Here, we discuss the behavior of the system for $t' \neq 0$ (at the ground state), where the hopping between next-nearest neighbors leads to change of the order of phase transition between superconducting and normal phases from discontin",none,
2110.02053,The Critical Current Density of SNS Josephson Junctions and Polycrystalline Superconductors in High Magnetic Fields,"We investigate the in-field critical current density Jc(B) of SNS Josephson Junctions (JJs) and polycrystalline superconductors with grain boundaries modelled as Josephson type planar defects, both analytically and through computational time-dependent Ginzburg-Landau (TDGL) simulations in 2D and 3D. For very narrow SNS JJs, we derive analytic expressions for Jc(B) that to our knowledge are the first high field solutions for Jc(B) for JJs across the entire field range up to the effective upper critical field. They generalise the well-known (low-field) exponential junction thickness dependence for Jc from de Gennes, often used in the Josephson relation. We extend the new analytic expressions t",none,
2308.00930,Searching for Majorana quasiparticles at vortex cores in iron-based superconductors,"The unambiguous detection of the Majorana zero mode (MZM), which is essential for future topological quantum computing, has been a challenge in recent condensed matter experiments. The MZM is expected to emerge at the vortex core of topological superconductors as a zero-energy vortex bound state (ZVBS), amenable to detection using scanning tunneling microscopy/spectroscopy (STM/STS). However, the typical energy resolution of STM/STS has made it challenging to distinguish the MZM from the low-lying trivial vortex bound states. Here, we review the recent high-energy-resolution STM/STS experiments on the vortex cores of Fe(Se,Te), where the MZM is expected to emerge, and the energy of the lowes",none,
2202.09031,Update on the method using nonlocal/noncontact differential conductance experimental data for direct probing Andreev reflections and for extracting the superconducting gap,"In our previous work, high-temperature superconductivity (HTSC) was probed for the first time by using electrical differential conductance Gdiff(V) = dI/dV data as obtained from current-voltage V(I) measurements on a hydrogenated graphitic fiber [1]. While our nonlocal method for finding the superconducting (SC) gap was recently applied to a conventional SC (Pb [2]), the nonlocal Gdiff method was first proposed in [1]. Herein, we are bringing forth an update on the topic.",none,
2602.01280,Novel dynamical excitations and roton-based measurement of Cooper-pair momentum in a two-dimensional Fulde-Ferrell-Larkin-Ovchinnikov superfluid on optical lattices,"Determining the center-of-mass (COM) momentum of Cooper pairs in unconventional superconductors or superfluids is a topic of great interest in condensed matter physics and ultracold atomic gases. Theoretically, we investigate the dynamical excitations of a two-dimensional spin-polarized attractive Hubbard model on a square optical lattice under an effective Zeeman field by computing the density and spin dynamical structure factors, focusing on phase transition from a Bardeen-Cooper-Schrieffer (BCS) superfluid to an Fulde-Ferrell-Larkin-Ovchinnikov (FFLO) superfluid. In the FFLO superfluid, besides the phonon mode in the density channel, a low-energy bogolon mode emerges in the spin channel, ",none,
2505.09547,Bulk superinsulation and polar nematic order in nanopatterned NbTiN,"We present an experimental evidence of 3D superinsulation in a nanopatterned slab of NbTiN, given by the Vogel-Fulcher-Tamman (VFT) scaling of the conductance when approaching the critical temperature from above and by the vanishing of the conductance below the transition. In the electric Meissner state, we find polar nematic order arising from ferroelectric alignement of short electric strings excited by external electromagnetic fields. Our results prove that superinsulation appears also in ordered structures provided that these are large enough, thereby confirming the origin of superinsulation as electric confinement, independent of disorder.",none,
2206.07014,Nonequilibrium Josephson diode effect in periodically driven SNS junctions,"In typical Josephson junctions, the Josephson current is an odd function of the superconducting phase difference. Recently, diode effect in Josephson junctions is observed in experiments wherein the maximum and the minimum values of the Josephson current in the current-phase relation do not have the same magnitude. We propose a superconductor-normal metal-superconductor (SNS) junction where Josephson diode effect manifests when the normal metal region is driven. Time reversal symmetry and inversion symmetry need to be broken in the SNS junction for the diode effect to show up. We calculate long time averaged current and show that the system exhibits diode effect for two configurations of the",none,
2407.21302,The possible coexistence of superconductivity and topological electronic states in 1T-RhSeTe,"Transition metal dichalcogenides (TMDs), exhibit a range of crystal structures and topological quantum states. The 1$T$ phase, in particular, shows promise for superconductivity driven by electron-phonon coupling, strain, pressure, and chemical doping. In this theoretical investigation, we explore 1$T$-RhSeTe as a novel type of TMD superconductor with topological electronic states. The optimal doping structure and atomic arrangement of 1$T$-RhSeTe are constructed. Phonon calculations validate the integrity of the constructed doping structure. The analysis of the electron-phonon coupling (EPC) using the Electron-phonon Wannier (EPW) method has confirmed the existence of a robust electron-phon",none,
2110.08114,Superconducting dome in ferroelectric-type materials from soft mode instability,We present a minimal theory of superconductivity enhancement in ferroelectric-type materials. Simple expressions for the optical mode responsible for the soft mode transition are assumed. A key role is played by the anharmonic phonon damping which is modulated by an external control parameter (electron doping or mechanical strain) causing the appearance of the soft mode. It is shown that the enhancement in the superconducting critical temperature $T_{c}$ upon approaching the ferroelectric transition from either side is due to the Stokes electron-phonon scattering processes promoted by strong phonon damping effects.,none,
2410.23121,Superconducting junctions with flat bands,"We analyze the properties of flat-band superconductor junctions that behave differently from ordinary junctions containing only metals with Fermi surfaces. In particular, we show how in the tunneling limit the critical Josephson current between flat-band superconductors is inversely proportional to the pair potential, how the quantum geometric contribution to the supercurrent contributes even in the normal state of a flat-band weak link, and how Andreev reflection is strongly affected by the presence of bound states. Our results are relevant for analyzing the superconducting properties of junctions involving electronic systems with flat bands.",none,
2509.18781,Signature of chiral superconducting order parameter evidenced in mesoscopic superconductors,"Chiral superconductivity is a novel superconducting phase characterized by order parameters that break the time-reversal symmetry, endowing the state with a definite handedness. Unlike conventional superconductors, the Cooper pairs in a chiral superconductor carry nonzero orbital angular momentum. Through coupling with an external magnetic field, the finite angular momentum of the Cooper pair modulates the temperature-magnetic field phase boundary in a distinctive way, which could serve as an experimental signature of the chiral superconducting state. Here we demonstrate that the chiral signature can be detected in mesoscopic superconducting rings of $β$-Bi$_2$Pd, manifesting as a linear-in-",none,
2305.05593,"Intrinsic coherence length anisotropy in nickelate, and some pnictide, and chalcogenide superconductors","Nickelate superconductors, ${R_{1-x}}{A_x}Ni{O_2}$ (where R is a rare earth metal and A = Sr, Ca), experimentally discovered in 2019 exhibit many unexplained mysteries as the existence of a superconducting state with $T_c$ up to 18 K in thin films and its absence in bulk materials. Another unexplained mystery of nickelates is their temperature-dependent upper critical field, $B_{c2}(T)$, which can be nicely fitted to two-dimensional (2D) models; however the deduced film thickness, $d_{sc,GL}$, exceeds the physical film thickness, $d_{sc}$, by a manifold. To address the latter, it should be noted that 2D models assume that $d_{sc}$ is less than the in-plane, $ξ_{ab}(0)$, and out-of-plane, $ξ_",none,
2112.08457,"Mutual and self-inductance in planarized multilayered superconductor integrated circuits: Microstrips, striplines, bends, meanders, ground plane perforations","Data are presented on mutual and self-inductance of various inductors used in multilayered superconductor integrated circuits: microstrips and striplines with widths of signal traces from 250 nm to a few micrometers, located on the same circuit layer at various distances from each other (from 250 nm to a few micrometers) and/or on different layers spaced vertically; effect of long slits in the ground plane(s) along the inductors on their mutual inductance; inductance of right-angled bends; inductance of meanders. Simple analytical expressions for mutual and self-inductance of the basic inductors are given, describing experimental data with accuracy better than 2% in a very wide range of para",none,
